Drug,Age,Condition,Date,EaseofUse,Satisfaction,Sex,UsefulCount,Effectiveness
androgel gel in packet, ,Rare X Chromosome Abnormality - Klinefelter Syndrome,10/8/07,5,5, ,6,4
androgel gel in packet,25-34,Pituitary Hormone Deficiency,8/14/09,1,2,Male,0,3
angeliq,25-34,Other,11/6/08,5,2,Female,0,3
annovera 0.15 mg-0.013 mg/24 hr vaginal ring contraceptives, ,Birth Control,1/13/20,5,5,Female,0,5
annovera 0.15 mg-0.013 mg/24 hr vaginal ring contraceptives, ,Birth Control,1/9/20,5,5,Female,1,5
annovera 0.15 mg-0.013 mg/24 hr vaginal ring contraceptives, ,Birth Control,1/8/20,5,5,Female,1,5
annovera 0.15 mg-0.013 mg/24 hr vaginal ring contraceptives,25-34,Birth Control,2/3/20,5,5, ,5,5
annovera 0.15 mg-0.013 mg/24 hr vaginal ring contraceptives,25-34,Birth Control,1/15/20,5,5, ,1,5
annovera 0.15 mg-0.013 mg/24 hr vaginal ring contraceptives,25-34,Birth Control,1/10/20,5,5,Female,1,5
annovera 0.15 mg-0.013 mg/24 hr vaginal ring contraceptives,25-34,Birth Control,1/9/20,5,5,Female,1,5
antabuse, ,Habit of Drinking Too Much Alcohol,6/20/09,3,3, ,0,3
antabuse, ,Habit of Drinking Too Much Alcohol,9/16/08,4,4, ,1,4
antabuse,25-34,Habit of Drinking Too Much Alcohol,2/25/13,1,1,Male,0,2
antara, ,Combined High Blood Cholesterol and Triglyceride Level,12/22/07,5,5, ,8,5
anti-diarrhea, ,Diarrhea caused by Chemotherapy,1/13/14,4,2, ,0,1
anti-diarrhea,13-18,Diarrhea,12/1/14,5,5,Male,3,5
anti-diarrheal, ,Diarrhea,2/17/10,2,2, ,4,2
anti-diarrheal liquid, ,Diarrhea,2/17/10,2,2, ,4,2
anti-itch (hydrocortisone) 1 % topical cream,13-18,Inflammation of Skin caused by an Allergy,3/25/15,5,5,Female,12,5
anti-itch maximum strength 2 % topical spray,19-24,Itching,9/20/16,4,4,Male,0,4
antifungal (tolnaftate) 1 % topical powder, ,Ringworm of Groin Area,1/17/14,5,5, ,0,5
antifungal (tolnaftate) 1 % topical powder,25-34,Athlete's Foot,9/8/16,5,4,Male,1,4
antifungal (tolnaftate) 1 % topical powder,25-34,Athlete's Foot,5/26/11,4,1,Male,1,1
antihistamine,19-24,Inflammation of the Nose due to an Allergy,4/3/15,5,4,Male,2,4
"anucort-hc suppository, rectal",19-24,Hemorrhoids,5/13/10,4,3,Female,2,4
"anucort-hc suppository, rectal",19-24,Hemorrhoids,10/22/07,5,5,Female,6,5
"anusol-hc suppository, rectal",19-24,Hemorrhoids,3/3/20,5,5,Female,0,5
apri, ,Birth Control,4/29/08,5,5, ,0,5
apri,19-24,Birth Control,10/19/08,5,5,Female,0,5
apri,25-34,Birth Control,2/25/10,4,4,Female,0,2
apri,25-34,Birth Control,2/23/08,4,4,Female,0,4
apriso,25-34,Ulcerative Colitis currently Without Symptoms,4/2/10,4,4,Female,1,5
aprodine, ,Allergic Conjunctivitis,10/12/07,5,5, ,0,4
arava,55-64,Rheumatoid Arthritis,8/27/10,1,1,Female,7,1
arava, ,Rheumatoid Arthritis,10/15/08,5,4, ,2,4
arginine hcl (l-arginine) parenteral solution,13-18,Other,11/2/07,3,3,Male,0,3
aricept, ,Other,12/24/09,3,1,Female,0,1
aricept, ,Diffuse Lewy Body Disease,2/16/09,4,4, ,4,5
aricept, ,Mild to Moderate Alzheimer's Type Dementia,1/31/08,1,1, ,10,1
arimidex,55-64,Hormone Receptor Positive Postmenopausal Early Breast Cancer,12/8/09,4,1,Female,33,4
arimidex,75 or over,Hormone Receptor Positive Postmenopausal Early Breast Cancer,1/4/11,5,5,Female,29,5
aripiprazole,12-Jul,Other,9/22/08,3,1,Male,1,1
aripiprazole,19-24,Schizophrenia,10/16/07,5,1,Male,1,3
aripiprazole,25-34,Additional Medications to Treat Depression,11/18/09,3,3, ,2,3
aripiprazole odt,12-Jul,Other,9/22/08,3,1,Male,1,1
aripiprazole odt,19-24,Schizophrenia,10/16/07,5,1,Male,1,3
aripiprazole odt,25-34,Additional Medications to Treat Depression,11/18/09,3,3, ,2,3
aripiprazole tablet with sensor and patch,12-Jul,Other,9/22/08,3,1,Male,1,1
aripiprazole tablet with sensor and patch,19-24,Schizophrenia,10/16/07,5,1,Male,1,3
aripiprazole tablet with sensor and patch,25-34,Additional Medications to Treat Depression,11/18/09,3,3, ,2,3
arixtra syringe,13-18,Acute Blood Clot in a Blood Vessel Supplying the Lungs,8/27/09,5,1,Male,0,4
arixtra syringe,19-24,Deep Vein Thrombosis Prevention,3/26/10,3,3,Female,2,4
arixtra syringe,25-34,Treatment to Prevent a Blood Clot in the Lung,11/25/11,4,5,Male,0,5
armour thyroid, ,Other,1/20/14,4,4, ,1,5
armour thyroid, ,Underactive Thyroid,1/21/13,5,1,Female,4,1
armour thyroid, ,Underactive Thyroid,1/11/13,4,4, ,3,3
armour thyroid, ,Underactive Thyroid,10/4/07,5,5,Female,18,4
armour thyroid,13-18,Underactive Thyroid,1/13/16,5,5,Female,1,5
armour thyroid,25-34,Underactive Thyroid,3/3/15,5,5,Female,6,5
armour thyroid,25-34,Underactive Thyroid,6/19/12,5,5,Female,2,5
armour thyroid,25-34,Underactive Thyroid,4/8/08,4,4,Female,1,4
arthritis pain,25-34,Migraine Headache,9/26/12,5,4, ,0,3
arthrotec 50, ,Osteoarthritis and High Risk of Developing Gastric Ulcers,4/19/11,3,3, ,0,3
arthrotec 50,25-34,Osteoarthritis and High Risk of Developing Gastric Ulcers,12/11/07,5,5,Female,5,4
arthrotec 75, ,Other,1/2/12,3,3, ,3,3
arthrotec 75, ,Rheumatic Disease causing Pain & Stiffness in Backbone,11/19/11,5,5, ,0,3
arthrotec 75,19-24,Other,2/9/10,4,1,Male,2,1
ascomp with codeine,25-34,Tension Headache,8/9/10,5,5,Female,3,4
asmanex twisthaler 220 mcg (120 doses) breath activated,12-Jul,Asthma,6/12/08,4,2,Female,0,2
asmanex twisthaler 220 mcg (120 doses) breath activated, ,Asthma,11/11/13,5,4,Female,1,3
asmanex twisthaler 220 mcg (120 doses) breath activated, ,Asthma,7/30/10,5,5, ,1,5
asmanex twisthaler 220 mcg (120 doses) breath activated,13-18,Asthma,12/4/07,5,5,Male,5,5
asmanex twisthaler 220 mcg (120 doses) breath activated,19-24,Asthma,10/16/08,4,4,Female,1,4
aspirin, ,Acute Thromboembolic Stroke,4/9/12,1,1, ,0,1
aspirin, ,Painful Periods,7/31/09,4,5,Female,0,5
aspirin,19-24,Acute Thromboembolic Stroke,11/4/14,1,4,Male,0,5
aspirin,25-34,Fever,8/17/10,4,5,Female,0,3
aspirin,25-34,Other,6/12/08,3,3,Female,0,3
aspirin,25-34,Fever,6/9/08,3,3,Female,0,3
aspirin (bulk) 100 % powder, ,Other,4/30/13,4,4,Female,0,4
aspirin (bulk) 100 % powder,25-34,Other,11/4/14,5,5,Male,2,5
"aspirin capsule, extended release 24 hr (capsule, er hr)", ,Acute Thromboembolic Stroke,4/9/12,1,1, ,0,1
"aspirin capsule, extended release 24 hr (capsule, er hr)", ,Painful Periods,7/31/09,4,5,Female,0,5
"aspirin capsule, extended release 24 hr (capsule, er hr)",19-24,Acute Thromboembolic Stroke,11/4/14,1,4,Male,0,5
"aspirin capsule, extended release 24 hr (capsule, er hr)",25-34,Fever,8/17/10,4,5,Female,0,3
"aspirin capsule, extended release 24 hr (capsule, er hr)",25-34,Other,6/12/08,3,3,Female,0,3
"aspirin capsule, extended release 24 hr (capsule, er hr)",25-34,Fever,6/9/08,3,3,Female,0,3
aspirin tablet, ,Acute Thromboembolic Stroke,4/9/12,1,1, ,0,1
aspirin tablet, ,Painful Periods,7/31/09,4,5,Female,0,5
aspirin tablet,19-24,Acute Thromboembolic Stroke,11/4/14,1,4,Male,0,5
aspirin tablet,25-34,Fever,8/17/10,4,5,Female,0,3
aspirin tablet,25-34,Other,6/12/08,3,3,Female,0,3
aspirin tablet,25-34,Fever,6/9/08,3,3,Female,0,3
atacand hct, ,High Blood Pressure,3/3/10,5,5, ,3,5
atenolol, ,High Blood Pressure,3/31/14,5,4, ,5,4
atenolol, ,Angina,7/24/08,1,1,Female,2,1
atenolol, ,High Blood Pressure,9/29/12,5,4, ,2,4
atenolol, ,High Blood Pressure,5/30/10,4,2, ,2,3
atenolol, ,High Blood Pressure,3/14/10,5,5, ,1,5
atenolol, ,High Blood Pressure,2/19/10,1,1,Female,3,1
atenolol, ,High Blood Pressure,11/17/09,4,4, ,0,4
atenolol, ,Hypertrophic Cardiomyopathy,5/14/09,3,2,Female,0,2
atenolol, ,Angina,2/17/08,1,1, ,1,1
atenolol, ,Ventricular Rate Control in Atrial Fibrillation,1/3/08,5,5,Female,8,4
atenolol, ,High Blood Pressure,11/26/07,5,5, ,2,5
atenolol, ,High Blood Pressure,11/13/07,5,5, ,2,5
atenolol, ,High Blood Pressure,11/7/07,5,5, ,3,5
atenolol, ,Migraine Prevention,10/10/07,5,5, ,19,5
atenolol,13-18,High Blood Pressure,7/15/13,5,5,Female,3,5
atenolol,13-18,High Blood Pressure,10/31/07,5,5,Female,6,5
atenolol,13-18,High Blood Pressure,10/27/07,5,4,Female,5,5
atenolol,19-24,Other,10/22/08,2,5,Female,1,3
atenolol,19-24,Rapid Ventricular Heartbeat,11/18/10,5,5,Female,0,5
atenolol,19-24,High Blood Pressure,9/29/09,5,5,Female,1,5
atenolol,19-24,Rapid Ventricular Heartbeat,9/23/09,5,5,Female,0,5
atenolol,19-24,Mitral Valve Prolapse Syndrome,11/3/07,5,5,Female,6,5
atenolol,19-24,Mitral Valve Prolapse Syndrome,10/26/07,5,5,Female,4,5
atenolol,25-34,Overactive Thyroid causing Life-Threatening Symptoms,10/3/13,2,2,Female,0,3
atenolol,25-34,Rapid Ventricular Heartbeat,10/30/08,5,4,Female,1,4
atenolol,25-34,Angina,8/8/12,5,4,Female,1,5
atenolol,25-34,Overactive Thyroid causing Life-Threatening Symptoms,12/28/10,4,4,Female,0,4
atenolol,25-34,Other,4/1/10,3,4,Female,0,3
atenolol,25-34,High Blood Pressure,3/1/10,4,3,Female,2,3
atenolol,25-34,High Blood Pressure,1/12/10,5,5,Male,4,5
atenolol,25-34,Migraine Prevention,12/16/09,5,5,Male,0,5
atenolol,25-34,Ventricular Rate Control in Atrial Fibrillation,6/30/09,5,5,Female,0,5
atenolol,25-34,High Blood Pressure,3/12/09,5,5,Female,0,5
atenolol,25-34,High Blood Pressure,3/10/09,5,4,Female,0,4
atenolol-chlorthalidone,25-34,High Blood Pressure,11/30/08,4,3,Female,1,4
ativan, ,Anxious,7/13/15,3,3,Male,0,3
ativan, ,Anxious,1/6/14,3,5,Male,6,4
ativan, ,Anxious,12/16/08,2,2, ,1,3
ativan, ,Anxious,8/27/13,5,5,Female,8,4
ativan, ,Anxious,12/24/11,3,3, ,2,3
ativan, ,Anxious,1/23/11,5,3,Female,2,4
ativan, ,Anxious,2/2/10,4,4, ,0,4
ativan, ,Chronic Trouble Sleeping,9/29/09,5,5, ,0,5
ativan, ,Anxious,6/15/09,3,3, ,0,4
ativan, ,Anxious,5/28/08,3,3, ,1,3
ativan, ,Anxious,4/23/08,5,3,Male,0,3
ativan, ,Anxious,4/20/08,1,1, ,1,1
ativan, ,Other,3/21/08,1,1,Female,2,1
ativan, ,Chronic Trouble Sleeping,1/1/08,5,5, ,3,5
ativan, ,Anxious,12/30/07,5,5, ,4,5
ativan, ,Anxious,12/19/07,4,5, ,3,5
ativan, ,Tension Headache,11/6/07,5,5,Female,7,5
ativan, ,Anxious,11/5/07,5,5, ,4,5
ativan,13-18,Anxious,7/14/09,5,5,Female,0,5
ativan,13-18,Anxious,12/29/07,4,4,Male,0,4
ativan,13-18,Anxious,10/2/07,5,5,Male,1,5
ativan,19-24,Other,3/5/09,5,5,Female,0,5
ativan,19-24,Anxious,2/10/09,5,3,Female,3,3
ativan,19-24,Anxious,10/15/12,5,5,Male,1,5
ativan,19-24,Anxious,2/2/10,5,5, ,0,5
ativan,19-24,Anxious,12/18/09,5,5,Female,0,5
ativan,19-24,Anxious,6/15/09,1,1,Female,2,1
ativan,19-24,Anxious,5/20/09,3,3,Female,1,3
ativan,19-24,Anxious,6/2/08,5,5,Female,0,4
ativan,19-24,Anxious,5/1/08,2,2,Male,1,2
ativan,19-24,Anxious,4/5/08,5,5,Female,1,5
ativan,19-24,Anxious,2/23/08,5,4,Female,0,4
ativan,19-24,Anxious,10/11/07,5,5,Female,1,4
ativan,19-24,Anxious,12/9/07,5,5,Female,2,5
ativan,25-34,Anxious,3/3/09,5,5,Female,0,5
ativan,25-34,Chronic Trouble Sleeping,2/25/09,4,4,Female,1,4
ativan,25-34,Anxious,12/19/08,5,5,Female,0,4
ativan,25-34,"Mania associated with Bipolar Disorder, Adjunct Treatment",6/14/11,3,3,Female,0,3
ativan,25-34,Muscle Spasm,11/7/10,2,3,Female,2,1
ativan,25-34,Anxious,11/3/10,5,5,Female,2,5
ativan,25-34,Anxious,8/18/09,4,1,Female,1,2
ativan,25-34,Other,6/11/09,2,3,Male,0,3
ativan,25-34,Anxious,8/19/09,4,3,Female,1,3
ativan,25-34,Anxious,7/13/09,4,5,Male,1,5
ativan,25-34,Anxious,6/5/09,5,3,Female,1,5
ativan,25-34,Anxious,5/26/09,5,4,Female,4,4
ativan,25-34,Anxious,9/3/08,4,3,Female,3,3
ativan,25-34,Anxious,4/21/08,5,5,Female,0,5
ativan,25-34,Anxious,11/28/07,5,5,Male,2,4
ativan,25-34,Anxious,10/19/07,5,4,Female,5,4
ativan,25-34,Anxious,10/2/07,5,5,Female,1,5
atomoxetine capsule,12-Jul,Other,5/6/09,2,2,Male,0,2
atomoxetine capsule,19-24,Attention Deficit Disorder with Hyperactivity,12/29/07,5,5,Female,3,5
atomoxetine capsule,25-34,Attention Deficit Disorder with Hyperactivity,9/30/07,5,5,Female,4,5
atomoxetine capsule,25-34,Attention Deficit Disorder with Hyperactivity,2/17/09,4,3,Male,1,4
atopiclair cream,25-34,Atopic Dermatitis,5/8/09,5,5, ,1,5
atopiclair cream,25-34,Dry Skin,1/30/09,4,2,Female,0,2
atorvastatin calcium, ,Stroke Prevention,7/28/14,5,5,Male,0,5
atripla, ,HIV,10/20/07,5,5,Female,2,5
atripla,19-24,HIV,4/2/10,4,4,Male,2,5
atripla,25-34,HIV,10/7/10,5,5,Male,0,5
atripla,25-34,HIV,2/29/08,5,5,Male,1,5
atripla,25-34,HIV,1/2/08,3,5, ,1,5
atripla,25-34,HIV,12/26/07,5,5,Male,0,5
aubra,25-34,Birth Control,8/5/14,5,2,Female,0,3
augmentin, ,Cat Bite Wound,2/21/08,2,4, ,0,2
augmentin,19-24,Urinary Tract Infection due to E. Coli Bacteria,9/26/07,5,5,Female,12,5
augmentin,25-34,Pneumonia caused by Bacteria,5/27/09,4,5,Female,2,5
augmentin,25-34,Acute Bacterial Infection of the Sinuses,10/1/08,2,2,Male,3,3
augmentin tablet, ,Cat Bite Wound,2/21/08,2,4, ,0,2
augmentin tablet,19-24,Urinary Tract Infection due to E. Coli Bacteria,9/26/07,5,5,Female,12,5
augmentin tablet,25-34,Pneumonia caused by Bacteria,5/27/09,4,5,Female,2,5
augmentin tablet,25-34,Acute Bacterial Infection of the Sinuses,10/1/08,2,2,Male,3,3
augmentin xr,19-24,Severe Sinusitis caused by Haemophilus Influenzae,8/21/10,4,4,Male,0,3
auryxia,25-34,Renal Osteodystrophy with Hyperphosphatemia,9/2/15,5,5,Male,0,5
avalide, ,High Blood Pressure,10/11/11,4,3, ,0,4
avalide, ,High Blood Pressure,8/13/10,5,3, ,0,2
avalide, ,High Blood Pressure,8/12/09,4,3, ,0,3
avalide, ,High Blood Pressure,2/25/09,2,2, ,0,2
avalide, ,High Blood Pressure,5/4/08,4,4, ,1,5
avalide,25-34,High Blood Pressure,12/19/08,5,5,Female,3,4
avandia, ,Type 2 Diabetes Mellitus,8/11/11,2,5,Male,4,4
avandia, ,Type 2 Diabetes Mellitus,10/28/07,5,5, ,0,5
avapro,45-54,High Blood Pressure,4/1/13,2,2, ,2,5
avapro, ,High Blood Pressure,3/14/13,5,5,Female,1,5
avapro, ,High Blood Pressure,9/7/10,1,2, ,0,2
avapro, ,High Blood Pressure,6/8/10,5,5, ,1,5
avapro, ,High Blood Pressure,10/11/09,5,5, ,3,5
avapro, ,High Blood Pressure,5/13/08,5,5, ,3,5
avapro, ,High Blood Pressure,12/19/07,5,5,Male,5,5
avar foam, ,Acne Rosacea,4/3/08,3,2, ,0,3
"avar pads, medicated", ,Acne Rosacea,4/3/08,3,2, ,0,3
avastin vial,12-Jul,Age-Related Wet Macular Degeneration,7/21/08,2,3,Male,5,3
avastin vial, ,Colon and Rectal Cancer that has Spread to Another Area,10/7/10,5,5, ,3,5
avastin vial, ,Non-Small Cell Lung Cancer,1/19/08,5,5, ,3,5
avastin vial, ,Age-Related Wet Macular Degeneration,8/4/09,2,1,Male,2,3
avelox, ,Pneumonia caused by Bacteria,3/24/10,5,5,Male,0,5
avelox, ,Other,8/27/08,4,4, ,1,3
avelox, ,Acute Bacterial Infection of the Sinuses,4/11/08,5,5, ,1,4
avelox, ,Acute Bacterial Infection of the Sinuses,12/2/07,4,5, ,7,5
avelox,25-34,Pneumonia caused by Bacteria,1/30/09,2,3,Female,0,2
aviane, ,Birth Control,10/24/07,5,5, ,2,5
aviane,19-24,Birth Control,7/19/10,5,5,Female,0,5
avitene topical powder in packet,25-34,Other,9/6/12,3,4, ,0,4
avodart, ,Enlarged Prostate,3/16/12,4,3, ,0,3
avodart, ,Enlarged Prostate with Urination Problems,9/25/07,1,1, ,11,1
avonex syringe kit,25-34,Multiple Sclerosis,10/27/10,3,3,Female,0,4
axert,25-34,Migraine Headache,10/26/07,5,3,Female,2,3
aygestin,19-24,Abnormal Uterine Bleeding caused by Imbalance of Hormones,7/19/14,5,5,Female,0,5
azasan,19-24,Inflammatory Bowel Disease,12/24/07,3,4,Female,1,4
"azelastine-fluticasone spray, non-aerosol", ,Vasomotor Rhinitis,1/14/15,4,3, ,1,3
azelex cream,25-34,Acne,2/7/09,5,1,Female,4,1
azilect, ,Parkinson's Disease,5/7/12,5,5, ,3,5
azilsartan medoxomil tablet,19-24,High Blood Pressure,7/18/12,5,5,Male,1,5
azithromycin,6-Mar,Middle Ear Infection,11/23/10,5,4,Male,0,5
azithromycin,6-Mar,Other,10/23/08,5,5,Female,0,5
azithromycin, ,Bacterial Infection with Chronic Bronchitis,5/12/14,2,2,Male,0,2
azithromycin, ,Chlamydia Trachomatis Infection of Female Pelvic Organs,7/6/12,3,3,Female,0,3
azithromycin, ,Bacterial Pneumonia caused by Haemophilus Influenzae,12/14/09,3,3, ,0,3
azithromycin, ,Bacterial Infection with Chronic Bronchitis,7/10/09,5,3,Female,0,3
azithromycin,13-18,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2/15/08,5,4,Female,2,4
azithromycin,19-24,Strep Throat and Tonsillitis,12/13/14,3,1,Male,1,1
azithromycin,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/2/13,4,3,Male,0,3
azithromycin,19-24,Other,8/15/10,5,3,Female,2,3
azithromycin,19-24,Chlamydia Trachomatis Infection of Female Pelvic Organs,8/10/09,5,5,Female,0,5
azithromycin,19-24,Severe Episode of Chronic Bronchitis due to Streptococcus Pneumoniae,11/26/08,5,4,Female,1,4
azithromycin,19-24,Severe Sinusitis caused by Haemophilus Influenzae,4/15/08,5,5,Female,0,5
azithromycin,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/24/08,5,4,Female,2,4
azithromycin,19-24,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,12/6/07,5,4,Male,3,4
azithromycin,25-34,Bronchitis caused by the Bacteria Haemophilus Influenzae,10/4/14,4,4,Female,0,4
azithromycin,25-34,Strep Throat,8/21/10,5,1,Female,0,1
azithromycin,25-34,Strep Throat,7/28/10,5,5,Female,0,5
azithromycin,25-34,Strep Throat,6/7/10,4,4,Male,0,3
azithromycin,25-34,Bacterial Infection with Chronic Bronchitis,3/6/08,5,4,Male,0,4
azithromycin,25-34,Pneumonia caused by Bacteria,11/7/07,5,3,Female,0,2
azithromycin,25-34,Strep Throat,10/10/07,5,3,Female,5,4
azithromycin packet macrolide antibiotics,6-Mar,Middle Ear Infection,11/23/10,5,4,Male,0,5
azithromycin packet macrolide antibiotics,6-Mar,Other,10/23/08,5,5,Female,0,5
azithromycin packet macrolide antibiotics, ,Bacterial Infection with Chronic Bronchitis,5/12/14,2,2,Male,0,2
azithromycin packet macrolide antibiotics, ,Chlamydia Trachomatis Infection of Female Pelvic Organs,7/6/12,3,3,Female,0,3
azithromycin packet macrolide antibiotics, ,Bacterial Pneumonia caused by Haemophilus Influenzae,12/14/09,3,3, ,0,3
azithromycin packet macrolide antibiotics, ,Bacterial Infection with Chronic Bronchitis,7/10/09,5,3,Female,0,3
azithromycin packet macrolide antibiotics,13-18,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2/15/08,5,4,Female,2,4
azithromycin packet macrolide antibiotics,19-24,Strep Throat and Tonsillitis,12/13/14,3,1,Male,1,1
azithromycin packet macrolide antibiotics,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/2/13,4,3,Male,0,3
azithromycin packet macrolide antibiotics,19-24,Other,8/15/10,5,3,Female,2,3
azithromycin packet macrolide antibiotics,19-24,Chlamydia Trachomatis Infection of Female Pelvic Organs,8/10/09,5,5,Female,0,5
azithromycin packet macrolide antibiotics,19-24,Severe Episode of Chronic Bronchitis due to Streptococcus Pneumoniae,11/26/08,5,4,Female,1,4
azithromycin packet macrolide antibiotics,19-24,Severe Sinusitis caused by Haemophilus Influenzae,4/15/08,5,5,Female,0,5
azithromycin packet macrolide antibiotics,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/24/08,5,4,Female,2,4
azithromycin packet macrolide antibiotics,19-24,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,12/6/07,5,4,Male,3,4
azithromycin packet macrolide antibiotics,25-34,Bronchitis caused by the Bacteria Haemophilus Influenzae,10/4/14,4,4,Female,0,4
azithromycin packet macrolide antibiotics,25-34,Strep Throat,8/21/10,5,1,Female,0,1
azithromycin packet macrolide antibiotics,25-34,Strep Throat,7/28/10,5,5,Female,0,5
azithromycin packet macrolide antibiotics,25-34,Strep Throat,6/7/10,4,4,Male,0,3
azithromycin packet macrolide antibiotics,25-34,Bacterial Infection with Chronic Bronchitis,3/6/08,5,4,Male,0,4
azithromycin packet macrolide antibiotics,25-34,Pneumonia caused by Bacteria,11/7/07,5,3,Female,0,2
azithromycin packet macrolide antibiotics,25-34,Strep Throat,10/10/07,5,3,Female,5,4
azithromycin tablet,6-Mar,Middle Ear Infection,11/23/10,5,4,Male,0,5
azithromycin tablet,6-Mar,Other,10/23/08,5,5,Female,0,5
azithromycin tablet, ,Bacterial Infection with Chronic Bronchitis,5/12/14,2,2,Male,0,2
azithromycin tablet, ,Chlamydia Trachomatis Infection of Female Pelvic Organs,7/6/12,3,3,Female,0,3
azithromycin tablet, ,Bacterial Pneumonia caused by Haemophilus Influenzae,12/14/09,3,3, ,0,3
azithromycin tablet, ,Bacterial Infection with Chronic Bronchitis,7/10/09,5,3,Female,0,3
azithromycin tablet,13-18,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2/15/08,5,4,Female,2,4
azithromycin tablet,19-24,Strep Throat and Tonsillitis,12/13/14,3,1,Male,1,1
azithromycin tablet,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/2/13,4,3,Male,0,3
azithromycin tablet,19-24,Other,8/15/10,5,3,Female,2,3
azithromycin tablet,19-24,Chlamydia Trachomatis Infection of Female Pelvic Organs,8/10/09,5,5,Female,0,5
azithromycin tablet,19-24,Severe Episode of Chronic Bronchitis due to Streptococcus Pneumoniae,11/26/08,5,4,Female,1,4
azithromycin tablet,19-24,Severe Sinusitis caused by Haemophilus Influenzae,4/15/08,5,5,Female,0,5
azithromycin tablet,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/24/08,5,4,Female,2,4
azithromycin tablet,19-24,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,12/6/07,5,4,Male,3,4
azithromycin tablet,25-34,Bronchitis caused by the Bacteria Haemophilus Influenzae,10/4/14,4,4,Female,0,4
azithromycin tablet,25-34,Strep Throat,8/21/10,5,1,Female,0,1
azithromycin tablet,25-34,Strep Throat,7/28/10,5,5,Female,0,5
azithromycin tablet,25-34,Strep Throat,6/7/10,4,4,Male,0,3
azithromycin tablet,25-34,Bacterial Infection with Chronic Bronchitis,3/6/08,5,4,Male,0,4
azithromycin tablet,25-34,Pneumonia caused by Bacteria,11/7/07,5,3,Female,0,2
azithromycin tablet,25-34,Strep Throat,10/10/07,5,3,Female,5,4
azithromycin tablet macrolide antibiotics,6-Mar,Middle Ear Infection,11/23/10,5,4,Male,0,5
azithromycin tablet macrolide antibiotics,6-Mar,Other,10/23/08,5,5,Female,0,5
azithromycin tablet macrolide antibiotics, ,Bacterial Infection with Chronic Bronchitis,5/12/14,2,2,Male,0,2
azithromycin tablet macrolide antibiotics, ,Chlamydia Trachomatis Infection of Female Pelvic Organs,7/6/12,3,3,Female,0,3
azithromycin tablet macrolide antibiotics, ,Bacterial Pneumonia caused by Haemophilus Influenzae,12/14/09,3,3, ,0,3
azithromycin tablet macrolide antibiotics, ,Bacterial Infection with Chronic Bronchitis,7/10/09,5,3,Female,0,3
azithromycin tablet macrolide antibiotics,13-18,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,2/15/08,5,4,Female,2,4
azithromycin tablet macrolide antibiotics,19-24,Strep Throat and Tonsillitis,12/13/14,3,1,Male,1,1
azithromycin tablet macrolide antibiotics,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/2/13,4,3,Male,0,3
azithromycin tablet macrolide antibiotics,19-24,Other,8/15/10,5,3,Female,2,3
azithromycin tablet macrolide antibiotics,19-24,Chlamydia Trachomatis Infection of Female Pelvic Organs,8/10/09,5,5,Female,0,5
azithromycin tablet macrolide antibiotics,19-24,Severe Episode of Chronic Bronchitis due to Streptococcus Pneumoniae,11/26/08,5,4,Female,1,4
azithromycin tablet macrolide antibiotics,19-24,Severe Sinusitis caused by Haemophilus Influenzae,4/15/08,5,5,Female,0,5
azithromycin tablet macrolide antibiotics,19-24,Bacterial Infection of Cervix due to Chlamydia Trachomatis,1/24/08,5,4,Female,2,4
azithromycin tablet macrolide antibiotics,19-24,Bronchitis caused by the Bacteria Streptococcus Pneumoniae,12/6/07,5,4,Male,3,4
azithromycin tablet macrolide antibiotics,25-34,Bronchitis caused by the Bacteria Haemophilus Influenzae,10/4/14,4,4,Female,0,4
azithromycin tablet macrolide antibiotics,25-34,Strep Throat,8/21/10,5,1,Female,0,1
azithromycin tablet macrolide antibiotics,25-34,Strep Throat,7/28/10,5,5,Female,0,5
azithromycin tablet macrolide antibiotics,25-34,Strep Throat,6/7/10,4,4,Male,0,3
azithromycin tablet macrolide antibiotics,25-34,Bacterial Infection with Chronic Bronchitis,3/6/08,5,4,Male,0,4
azithromycin tablet macrolide antibiotics,25-34,Pneumonia caused by Bacteria,11/7/07,5,3,Female,0,2
azithromycin tablet macrolide antibiotics,25-34,Strep Throat,10/10/07,5,3,Female,5,4
azithromycin vial with threaded port,19-24,Pneumonia caused by Bacteria,6/13/10,2,3,Female,0,3
azor,55-64,High Blood Pressure,10/20/09,1,1,Female,6,1
azor, ,Other,8/24/13,2,1,Female,0,1
azor, ,High Blood Pressure,3/18/13,5,5,Male,3,5
